1040|16|501-1000|3|-1
1041|6|501-1000|1|4
1042|1|0-500|1|2
1043|14|1001-5000|4|2
1044|19|501-1000|2|0
1045|13|1001-5000|6|3
1046|19|0-500|0|1
1047|7|501-1000|1|2
1048|14|5001-10000|4|0
1049|12|1001-5000|1|0
1050|4|0-500|1|0
1051|15|1001-5000|1|2
1052|0|0-500|2|2
1053|15|1001-5000|3|2
1054|13|>10000|0|2
1055|15|Unknown|0|2
1056|2|0-500|0|1
1057|4|501-1000|1|3
1058|18|1001-5000|1|3
1059|9|1001-5000|0|2
1060|11|1001-5000|6|3
1061|10|1001-5000|2|3
1062|11|1001-5000|9|3
1063|13|5001-10000|4|3
1064|14|1001-5000|1|0
1065|18|5001-10000|0|0
1066|4|501-1000|4|2
1067|5|1001-5000|1|2
1068|5|>10000|1|-1
1069|8|1001-5000|3|1
1070|3|5001-10000|4|2
1071|18|1001-5000|0|1
1072|16|1001-5000|0|0
1073|5|5001-10000|1|3
1074|12|1001-5000|5|3
1075|11|501-1000|4|2
1076|5|1001-5000|1|2
1077|15|0-500|1|2
1078|0|1001-5000|5|1
1079|7|501-1000|2|3
1080|13|1001-5000|2|0
1081|10|501-1000|0|0
1082|10|0-500|1|2
1083|7|1001-5000|6|4
1084|7|5001-10000|6|0
1085|16|5001-10000|0|2
1086|2|5001-10000|3|2
1087|9|0-500|1|3
1088|6|5001-10000|1|1
1089|2|5001-10000|0|1
1090|19|1001-5000|0|2
1091|4|501-1000|0|2
1092|3|Unknown|7|0
1093|5|0-500|8|1
1094|18|0-500|1|2
1095|18|1001-5000|0|3
1096|7|5001-10000|2|4
1097|19|1001-5000|4|0
1098|18|5001-10000|6|4
1099|19|1001-5000|7|3
1100|18|0-500|8|1
1101|0|0-500|7|1
1102|10|501-1000|0|2
1103|1|5001-10000|0|2
1104|0|5001-10000|7|1
1105|5|0-500|0|3
1106|12|1001-5000|4|1
1107|5|>10000|3|-1
1108|9|5001-10000|3|1
1109|11|0-500|1|0
1110|4|0-500|3|1
1111|19|5001-10000|7|-1
1112|1|501-1000|0|4
1113|17|1001-5000|0|4
1114|14|1001-5000|8|1
1115|13|501-1000|5|0
1116|9|0-500|3|0
1117|1|5001-10000|7|3
1118|7|1001-5000|5|0
1119|10|501-1000|8|2
1120|10|501-1000|5|3
1121|2|1001-5000|0|2
1122|9|501-1000|1|1
1123|14|5001-10000|1|2
1124|6|501-1000|5|0
1125|11|1001-5000|1|3
1126|19|0-500|5|3
1127|19|0-500|1|2
1128|1|501-1000|0|0
1129|17|>10000|0|2
1130|1|1001-5000|7|2
1131|5|501-1000|0|1
1132|4|0-500|6|3
1133|18|501-1000|0|0
1134|3|5001-10000|4|2
1135|15|5001-10000|6|3
1136|2|5001-10000|1|2
1137|8|5001-10000|1|2
1138|8|501-1000|0|2
1139|1|1001-5000|0|2
1140|0|5001-10000|3|1
1141|10|1001-5000|0|1
1142|5|501-1000|0|2
1143|0|>10000|0|3
1144|13|1001-5000|2|0
1145|4|Unknown|0|1
1146|4|1001-5000|5|3
1147|15|1001-5000|0|1
1148|0|5001-10000|5|0
1149|10|5001-10000|4|3
1150|7|1001-5000|9|0
1151|7|501-1000|1|2
1152|11|1001-5000|5|-1
1153|15|1001-5000|7|2
1154|6|501-1000|2|3
1155|1|1001-5000|0|1
1156|16|0-500|4|1
1157|2|0-500|0|3
1158|0|5001-10000|1|1
1159|3|0-500|1|1
1160|11|501-1000|1|2
1161|14|501-1000|2|2
1162|8|1001-5000|1|3
1163|13|5001-10000|3|-1
1164|12|1001-5000|3|-1
1165|9|0-500|0|1
1166|11|0-500|3|3
1167|14|501-1000|1|2
1168|2|1001-5000|2|1
1169|8|501-1000|2|2
1170|9|5001-10000|0|3
1171|6|1001-5000|0|1
1172|11|1001-5000|0|1
1173|2|1001-5000|7|3
1174|14|Unknown|2|3
1175|1|1001-5000|1|3
1176|18|1001-5000|7|2
1177|2|1001-5000|3|2
1178|19|1001-5000|3|1
1179|4|5001-10000|4|2
1180|16|1001-5000|4|0
1181|0|>10000|3|2
1182|16|1001-5000|0|3
1183|6|0-500|8|3
1184|13|5001-10000|0|2
1185|11|0-500|0|1
1186|2|501-1000|0|3
1187|10|0-500|1|3
1188|3|501-1000|0|-1
1189|18|5001-10000|2|3
1190|15|1001-5000|3|2
1191|18|>10000|7|3
1192|17|1001-5000|6|3
1193|5|1001-5000|0|2
1194|11|0-500|4|2
1195|2|501-1000|7|1
1196|6|0-500|0|2
1197|4|1001-5000|2|1
1198|13|5001-10000|2|1
1199|8|501-1000|3|4
1200|12|1001-5000|1|3
1201|15|0-500|3|0
1202|2|1001-5000|1|2
1203|13|1001-5000|1|1
1204|19|0-500|7|3
1205|16|5001-10000|0|0
1206|4|5001-10000|0|4
1207|11|5001-10000|1|1
1208|17|5001-10000|3|0
1209|2|1001-5000|1|0
1210|6|1001-5000|1|4
1211|9|5001-10000|3|1
1212|2|1001-5000|2|3
1213|3|0-500|2|3
1214|19|501-1000|1|2
1215|17|0-500|6|2
1216|19|1001-5000|3|3
1217|11|1001-5000|1|4
1218|5|>10000|5|0
1219|9|1001-5000|1|2
1220|7|1001-5000|4|2
1221|18|Unknown|6|0
1222|0|5001-10000|1|2
1223|15|1001-5000|1|1
1224|16|5001-10000|4|3
1225|2|5001-10000|0|1
1226|17|1001-5000|0|1
1227|8|501-1000|0|3
1228|6|0-500|1|0
1229|17|1001-5000|0|3
1230|11|501-1000|4|1
1231|9|5001-10000|0|2
1232|8|0-500|7|0
1233|13|501-1000|1|0
1234|11|0-500|3|3
1235|5|Unknown|2|0
1236|15|1001-5000|7|1
1237|1|Unknown|0|2
1238|1|5001-10000|0|3
1239|15|0-500|0|1
1240|16|5001-10000|1|2
1241|6|501-1000|1|3
1242|16|1001-5000|4|1
1243|4|>10000|0|1
1244|11|1001-5000|1|2
1245|2|1001-5000|0|1
1246|8|5001-10000|1|2
1247|11|501-1000|5|2
1248|8|501-1000|1|0
1249|3|1001-5000|3|2
1250|1|5001-10000|6|1
1251|0|501-1000|9|4
1252|8|5001-10000|7|2
1253|3|Unknown|1|1
1254|17|1001-5000|1|-1
1255|17|501-1000|2|2
1256|4|1001-5000|0|0
1257|5|1001-5000|1|2
1258|7|1001-5000|0|1
1259|18|1001-5000|0|0
1260|19|5001-10000|0|0
1261|15|0-500|5|0
1262|12|501-1000|1|3
1263|3|5001-10000|1|2
1264|14|>10000|1|2
1265|12|5001-10000|2|4
1266|9|5001-10000|3|3
1267|9|0-500|5|2
1268|14|0-500|1|3
1269|16|5001-10000|1|0
1270|4|1001-5000|5|2
1271|12|1001-5000|3|0
1272|6|1001-5000|6|2
1273|14|>10000|8|0
1274|6|1001-5000|1|2
1275|4|1001-5000|0|3
1276|17|1001-5000|2|3
1277|14|5001-10000|0|2
1278|8|1001-5000|0|3
1279|0|0-500|4|2
1280|9|5001-10000|8|3
1281|6|1001-5000|3|0
1282|17|501-1000|0|3
1283|15|>10000|7|3
1284|8|0-500|1|0
1285|6|1001-5000|2|3
1286|15|1001-5000|1|0
1287|2|0-500|3|4
1288|9|1001-5000|5|2
1289|13|501-1000|3|0
1290|13|501-1000|7|3
1291|13|501-1000|1|2
1292|1|501-1000|2|0
1293|1|1001-5000|1|1
1294|1|1001-5000|1|0
1295|8|0-500|0|2
1296|16|5001-10000|0|2
1297|0|1001-5000|1|0
1298|11|5001-10000|0|2
1299|2|0-500|2|1
1300|9|Unknown|1|1
1301|7|>10000|1|3
1302|4|0-500|1|2
1303|7|0-500|5|1
1304|8|1001-5000|1|2
1305|11|>10000|4|0
1306|0|5001-10000|4|1
1307|0|1001-5000|3|2
1308|10|0-500|2|3
1309|4|1001-5000|0|2
1310|13|501-1000|5|1
1311|18|1001-5000|3|2
1312|1|0-500|1|-1
1313|3|501-1000|1|1
1314|8|1001-5000|5|2
1315|16|1001-5000|5|1
1316|13|501-1000|1|2
1317|1|0-500|0|0
1318|4|Unknown|6|2
1319|11|1001-5000|1|2
1320|0|1001-5000|4|3
1321|15|501-1000|7|2
1322|17|0-500|2|2
1323|6|501-1000|5|2
1324|1|501-1000|1|0
1325|1|501-1000|1|0
1326|11|501-1000|0|3
1327|7|1001-5000|2|2
1328|7|1001-5000|0|1
1329|15|>10000|0|2
1330|17|0-500|1|2
1331|12|0-500|7|4
1332|8|501-1000|4|2
1333|5|1001-5000|0|2
1334|13|5001-10000|0|2
1335|17|0-500|2|0
1336|10|5001-10000|1|2
1337|12|501-1000|3|-1
1338|7|>10000|0|2
1339|13|0-500|2|1
1340|16|1001-5000|5|4
1341|2|1001-5000|0|3
1342|13|0-500|3|0
1343|6|1001-5000|5|3
1344|6|>10000|7|2
1345|2|5001-10000|2|3
1346|18|1001-5000|3|4
1347|15|5001-10000|5|2
1348|6|501-1000|6|4
1349|12|1001-5000|8|0
1350|11|1001-5000|0|2
1351|15|1001-5000|2|3
1352|9|0-500|2|0
1353|2|501-1000|0|4
1354|7|1001-5000|2|3
1355|9|501-1000|5|1
1356|2|5001-10000|4|3
1357|13|1001-5000|2|2
1358|3|501-1000|2|-1
1359|0|Unknown|0|1
1360|17|1001-5000|6|3
1361|15|0-500|9|-1
1362|15|5001-10000|1|-1
1363|4|1001-5000|1|1
1364|5|Unknown|1|4
1365|16|501-1000|0|0
1366|13|1001-5000|1|2
1367|0|5001-10000|2|3
1368|6|5001-10000|9|0
1369|17|5001-10000|1|3
1370|1|5001-10000|0|0
1371|2|1001-5000|4|1
1372|18|501-1000|0|1
1373|17|5001-10000|1|1
1374|19|5001-10000|3|3
1375|8|1001-5000|9|3
1376|4|0-500|1|3
1377|5|0-500|0|3
1378|8|1001-5000|0|2
1379|12|5001-10000|1|2
1380|11|1001-5000|5|4
1381|9|1001-5000|1|2
1382|13|1001-5000|2|0
1383|12|1001-5000|0|0
1384|7|1001-5000|1|2
1385|6|5001-10000|6|2
1386|12|501-1000|1|0
1387|8|501-1000|3|2
1388|15|0-500|2|3
1389|0|>10000|2|0
1390|7|1001-5000|1|3
1391|2|501-1000|3|1
1392|6|>10000|0|1
1393|8|501-1000|0|2
1394|12|1001-5000|3|2
1395|8|1001-5000|2|1
1396|11|5001-10000|6|0
1397|18|Unknown|0|2
1398|9|1001-5000|7|2
1399|9|1001-5000|3|3
1400|15|501-1000|1|2
1401|14|0-500|0|3
1402|7|501-1000|0|0
1403|19|501-1000|0|1
1404|5|5001-10000|1|0
1405|1|501-1000|5|4
1406|3|0-500|0|0
1407|5|0-500|0|3
1408|7|5001-10000|9|2
1409|1|1001-5000|0|2
1410|8|1001-5000|7|3
1411|18|1001-5000|1|3
1412|12|5001-10000|8|3
1413|15|>10000|1|2
1414|17|5001-10000|2|3
1415|8|0-500|0|1
1416|15|1001-5000|4|2
1417|3|5001-10000|0|3
1418|9|0-500|0|2
1419|6|0-500|1|3
1420|19|5001-10000|3|3
1421|11|5001-10000|0|2
1422|8|1001-5000|1|2
1423|9|0-500|0|0
1424|15|Unknown|0|3
1425|18|1001-5000|4|2
1426|5|501-1000|5|0
1427|8|0-500|0|3
1428|0|501-1000|0|2
1429|13|501-1000|1|2
1430|19|5001-10000|2|2
1431|12|1001-5000|0|1
1432|13|1001-5000|1|3
1433|12|501-1000|1|1
1434|1|1001-5000|1|2
1435|17|1001-5000|1|2
1436|13|0-500|3|2
1437|10|5001-10000|1|0
1438|19|0-500|3|2
1439|11|1001-5000|5|1
1440|6|1001-5000|2|0
1441|3|1001-5000|1|0
1442|12|1001-5000|2|3
1443|6|1001-5000|1|3
1444|14|0-500|1|2
1445|16|501-1000|2|0
1446|9|1001-5000|5|2
1447|13|5001-10000|2|0
1448|2|0-500|3|1
1449|7|Unknown|5|3
1450|10|5001-10000|6|2
1451|12|0-500|0|2
1452|4|5001-10000|0|2
1453|2|0-500|0|2
1454|19|5001-10000|9|2
1455|8|1001-5000|8|0
1456|13|1001-5000|3|3
1457|6|5001-10000|0|1
1458|9|501-1000|3|2
1459|1|0-500|0|0
1460|19|0-500|3|0
1461|15|1001-5000|1|1
1462||1001-5000|2|2
1463|3|1001-5000|3|3
1464|2|1001-5000|0|4
1465|2|0-500|4|2
1466|15|1001-5000|5|0
1467|11|1001-5000|4|2
1468|5|5001-10000|3|2
1469|17|0-500|0|2
1470|14|0-500|5|1
1471|16|5001-10000|0|2
1472|0|5001-10000|0|4
1473|16|0-500|5|3
1474|11|1001-5000|1|2
1475|4|1001-5000|0|3
1476|2|501-1000|5|0
1477|6|5001-10000|4|3
1478|3|1001-5000|1|3
1479|19|0-500|0|4
1480|12|501-1000|4|4
1481|12|>10000|1|2
1482|1|1001-5000|3|3
1483|14|5001-10000|1|1
1484|7|0-500|1|0
1485|1|501-1000|0|3
1486|11|0-500|0|3
1487|17|5001-10000|0|3
1488|16|1001-5000|1|0
1489|12|0-500|1|2
1490|10|5001-10000|1|2
1491|9|>10000|2|2
1492|6|501-1000|8|-1
1493|8|501-1000|4|3
1494|16|>10000|2|2
1495|4|1001-5000|1|0
1496|8|>10000|0|2
1497|13|1001-5000|0|4
1498|7|1001-5000|6|0
1499|7|501-1000|4|1
1500|13|501-1000|0|1
1501|8|1001-5000|4|1
1502|13|5001-10000|2|2
1503|18|1001-5000|5|3
1504|17|5001-10000|1|1
1505|11|0-500|3|2
1506|5|Unknown|1|2
1507|17|0-500|2|2
1508|8|5001-10000|0|0
1509|4|5001-10000|1|0
1510|12|501-1000|8|3
1511|14|501-1000|1|3
1512|5|5001-10000|0|4
1513|7|5001-10000|1|1
1514|12|5001-10000|0|1
1515|3|1001-5000|1|3
1516|0|Unknown|5|2
1517|9|501-1000|1|1
1518|0|5001-10000|2|0
1519|13|501-1000|0|1
1520|15|5001-10000|3|2
1521|14|1001-5000|4|0
1522|16|0-500|3|1
1523|10|1001-5000|3|2
1524|19|1001-5000|0|0
1525|4|0-500|1|3
1526|2|1001-5000|5|2
1527|5|5001-10000|0|3
1528|0|1001-5000|3|2
1529|2|1001-5000|3|3
1530|14|0-500|3|3
1531|19|1001-5000|0|3
1532|15|1001-5000|6|2
1533|13|0-500|3|0
1534|17|1001-5000|1|1
1535|16|5001-10000|0|0
1536|16|1001-5000|2|2
1537|15|501-1000|2|1
1538|7|Unknown|6|4
1539|3|1001-5000|0|1
1540|14|1001-5000|4|1
1541|9|501-1000|2|2
1542|2|Unknown|1|0
1543|5|1001-5000|3|1
1544|3|501-1000|0|1
1545|4|1001-5000|0|2
1546|19|5001-10000|1|3
1547|12|1001-5000|5|2
1548|4|501-1000|1|1
1549|4|501-1000|2|4
1550|18|1001-5000|5|0
1551|18|1001-5000|1|1
1552|19|1001-5000|1|0
1553|17|>10000|0|2
1554|9|>10000|3|0
1555|6|Unknown|2|3
1556|2|1001-5000|1|3
1557|0|501-1000|1|1
1558|15|1001-5000|5|3
1559|16|0-500|1|-1
1560|1|1001-5000|0|3
1561|9|1001-5000|1|2
1562|6|501-1000|1|1
1563|2|1001-5000|6|1
1564|8|1001-5000|9|2
1565|7|501-1000|0|1
1566|17|1001-5000|1|2
1567|15|1001-5000|5|3
1568|1|501-1000|6|0
1569|14|1001-5000|1|0
1570|17|Unknown|4|4
1571|10|0-500|1|1
1572|13|Unknown|0|0
1573|4|0-500|7|2
1574|1|1001-5000|6|2
1575|11|1001-5000|1|1
1576|7|1001-5000|0|0
1577|4|1001-5000|1|3
1578|2|0-500|0|4
1579|9|5001-10000|3|3
1580|1|>10000|4|2
1581|9|501-1000|1|2
1582|10|1001-5000|5|3
1583|16|1001-5000|9|2
1584|14|5001-10000|2|2
1585|1|5001-10000|3|4
1586|10|>10000|6|3
1587|16|Unknown|1|2
1588|12|0-500|3|1
1589|13|Unknown|3|0
1590|15|5001-10000|2|2
1591|7|501-1000|5|3
1592|1|1001-5000|3|-1
1593|1|Unknown|1|0
1594|2|0-500|0|4
1595|2|1001-5000|1|0
1596|14|1001-5000|5|-1
1597|0|501-1000|0|0
1598|2|Unknown|0|3
1599|16|5001-10000|2|0
1600|6|0-500|0|1
1601|5|1001-5000|0|3
1602|2|1001-5000|4|4
1603|3|5001-10000|5|1
1604|3|1001-5000|1|0
1605|13|0-500|0|4
1606|1|1001-5000|0|2
1607|1|501-1000|3|0
1608|11|1001-5000|1|3
1609|15|1001-5000|7|4
1610|11|1001-5000|3|3
1611|8|501-1000|3|1
1612|18|1001-5000|0|3
1613|6|0-500|1|4
1614|13|0-500|0|3
1615|10|501-1000|1|0
1616|4|5001-10000|2|-1
1617|13|0-500|4|2
1618|7|1001-5000|1|0
1619|19|1001-5000|1|2
1620|8|1001-5000|3|0
1621|1|1001-5000|0|1
1622|18|>10000|7|1
1623|12|501-1000|3|0
1624|6|501-1000|0|0
1625|4|0-500|1|0
1626|0|1001-5000|2|3
1627|9|1001-5000|3|2
1628|16|>10000|7|1
1629|19|0-500|4|0
1630|16|501-1000|5|3
1631|19|1001-5000|6|0
1632|13|501-1000|9|4
1633|4|5001-10000|3|1
1634|8|1001-5000|2|-1
1635|15|>10000|1|1
1636|12|5001-10000|9|3
1637|11|5001-10000|0|1
1638|15|501-1000|1|2
1639|7|5001-10000|5|2
1640|2|0-500|1|1
1641|10|501-1000|0|-1
1642|13|1001-5000|1|3
1643|12|1001-5000|4|2
1644|11|5001-10000|1|0
1645|10|1001-5000|0|1
1646|0|1001-5000|2|3
1647|13|1001-5000|0|2
1648|0|1001-5000|0|0
1649|16|501-1000|3|0
1650|19|1001-5000|1|3
1651|5|0-500|4|2
1652|10|0-500|6|1
1653|6|501-1000|1|1
1654|3|0-500|0|3
1655|9|501-1000|1|2
1656|17|501-1000|2|3
1657|19|1001-5000|1|3
1658|5|5001-10000|9|3
1659|10|0-500|4|3
1660|13|1001-5000|0|1
1661|5|1001-5000|3|2
1662|18|5001-10000|1|-1
1663|6|0-500|1|1
1664|4|0-500|1|3
1665|5|0-500|1|1
1666|15|501-1000|0|0
1667|3|1001-5000|6|1
1668|1|1001-5000|0|3
1669|18|>10000|5|0
1670|19|1001-5000|0|4
1671|17|1001-5000|4|0
1672|14|501-1000|2|3
1673|11|5001-10000|0|2
1674|12|1001-5000|0|1
1675|10|0-500|1|3
1676|19|1001-5000|0|3
1677|14|1001-5000|1|1
1678|1|0-500|1|2
1679|11|501-1000|0|2
1680|2|1001-5000|0|2
1681|4|501-1000|4|1
1682|13|1001-5000|0|2
1683|18|5001-10000|1|1
1684|5|1001-5000|7|0
1685|7|1001-5000|3|-1
1686|10|501-1000|6|1
1687|14|1001-5000|1|-1
1688|4|5001-10000|1|1
1689|3|501-1000|5|3
1690|16|1001-5000|0|0
1691|19|>10000|0|3
1692|1|>10000|3|3
1693|19|5001-10000|0|2
1694|9|0-500|2|3
1695||1001-5000|3|3
1696|4|0-500|8|1
1697|9|501-1000|3|2
1698|5|0-500|1|1
1699|11|5001-10000|5|3
1700|6|5001-10000|7|3
1701|0|1001-5000|3|1
1702|6|Unknown|1|2
1703|11|501-1000|1|3
1704|13|>10000|0|1
1705|17|0-500|1|3
1706|17|501-1000|3|3
1707|9|0-500|3|2
1708|5|5001-10000|1|2
1709|10|1001-5000|0|3
1710|2|5001-10000|1|3
1711|10|1001-5000|1|1
1712|0|1001-5000|5|1
1713|2|1001-5000|0|0
1714|4|5001-10000|0|3
1715|0|>10000|3|3
1716|16|1001-5000|1|0
1717|18|501-1000|0|3
1718|6|1001-5000|4|0
1719|14|1001-5000|2|0
1720|3|1001-5000|1|3
1721|17|1001-5000|1|2
1722|1|1001-5000|2|1
1723|17|0-500|1|2
1724|9|>10000|0|0
1725|7|5001-10000|0|-1
1726|19|501-1000|1|1
1727|9|501-1000|3|4
1728|10|5001-10000|5|3
1729|13|501-1000|6|3
1730|18|501-1000|2|2
1731|15|501-1000|5|2
1732|12|501-1000|0|1
1733|2|5001-10000|1|1
1734|10|>10000|3|4
1735|19|5001-10000|2|2
1736|13|501-1000|3|3
1737|15|0-500|1|0
1738|1|1001-5000|3|2
1739|11|1001-5000|2|0
1740|8|5001-10000|2|3
1741|0|501-1000|3|1
1742|7|5001-10000|6|2
1743|19|1001-5000|1|3
1744|15|>10000|2|2
1745|15|1001-5000|1|2
1746|6|1001-5000|1|1
1747|15|0-500|3|2
1748|2|501-1000|3|2
1749|9|Unknown|3|3
1750|18|5001-10000|0|2
1751|19|5001-10000|4|1
1752|8|1001-5000|2|0
1753|6|5001-10000|1|2
1754|18|1001-5000|1|1
1755|12|501-1000|1|0
1756|4|1001-5000|8|1
1757|18|1001-5000|0|0
1758|7|1001-5000|1|0
1759|12|501-1000|1|2
1760|0|1001-5000|2|1
1761|7|5001-10000|3|1
1762|3|>10000|0|3
1763|14|5001-10000|6|0
1764|17|5001-10000|1|2
1765|15|Unknown|2|1
1766|11|5001-10000|5|2
1767|2|501-1000|2|0
1768|7|1001-5000|3|1
1769|10|1001-5000|0|2
1770|13|5001-10000|2|2
1771|19|0-500|0|3
1772|12|Unknown|2|0
1773|18|1001-5000|0|0
1774|14|5001-10000|1|0
1775|7|1001-5000|2|2
1776|8|1001-5000|0|1
1777|6|1001-5000|2|1
1778|5|1001-5000|1|3
1779|12|0-500|3|0
1780|1|501-1000|0|1
1781|15|1001-5000|1|2
1782|2|501-1000|7|2
1783|12|5001-10000|7|1
1784|6|5001-10000|3|2
1785|7|1001-5000|1|3
1786|1|5001-10000|0|-1
1787|6|1001-5000|7|3
1788|14|1001-5000|0|2
1789|6|501-1000|4|3
1790|4|5001-10000|1|1
1791|2|1001-5000|1|2
1792|17|5001-10000|1|2
1793|1|1001-5000|4|-1
1794|14|0-500|1|1
1795|6|5001-10000|1|4
1796|5|1001-5000|5|2
1797|10|5001-10000|2|-1
1798|0|1001-5000|1|2
1799|19|501-1000|1|3
1800|7|0-500|0|2
1801|6|501-1000|1|3
1802|6|1001-5000|2|2
1803|15|501-1000|1|1
1804|13|501-1000|2|2
1805|4|1001-5000|7|0
1806|8|5001-10000|1|4
1807|0|501-1000|1|2
1808|19|1001-5000|7|1
1809|0|5001-10000|4|0
1810|13|501-1000|9|3
1811|4|1001-5000|5|2
1812|0|1001-5000|0|0
1813|17|1001-5000|3|2
1814|19|0-500|0|2
1815|1|501-1000|7|1
1816|18|0-500|0|2
1817|17|5001-10000|0|0
1818|17|0-500|3|2
1819|16|1001-5000|2|1
1820|7|0-500|2|3
1821|8|1001-5000|8|3
1822|6|5001-10000|1|2
1823|7|1001-5000|1|2
1824|12|501-1000|1|3
1825|5|1001-5000|0|3
1826|10|0-500|2|1
1827|4|1001-5000|1|2
1828|14|>10000|5|2
1829|17|501-1000|5|0
1830|11|5001-10000|8|3
1831|17|Unknown|0|4
1832|11|5001-10000|1|0
1833|7|1001-5000|1|3
1834|3|>10000|0|3
1835|8|5001-10000|4|2
1836|9|1001-5000|6|2
1837|18|1001-5000|1|1
1838|17|501-1000|3|2
1839|16|1001-5000|0|2
1840|14|0-500|3|1
1841|18|1001-5000|4|2
1842|17|5001-10000|0|2
1843|12|0-500|0|4
1844|11|501-1000|0|0
1845|7|1001-5000|3|2
1846|18|501-1000|3|2
1847|8|501-1000|6|3
1848|9|1001-5000|0|1
1849|13|5001-10000|1|2
1850|1|1001-5000|7|2
1851|17|5001-10000|7|2
1852|3|501-1000|1|0
1853|14|1001-5000|1|3
1854|10|501-1000|2|2
1855|8|5001-10000|1|4
1856|10|Unknown|0|2
1857|18|1001-5000|0|2
1858|1|501-1000|9|2
1859|0|0-500|4|2
1860|8|5001-10000|1|1
1861|2|1001-5000|1|2
1862|0|1001-5000|3|0
1863|17|1001-5000|0|0
1864|8|5001-10000|4|1
1865|5|501-1000|0|0
1866|17|501-1000|2|2
1867|17|5001-10000|1|3
1868|19|0-500|1|3
1869|18|1001-5000|0|0
1870|15|1001-5000|0|2
1871|16|501-1000|6|3
1872|19|1001-5000|0|1
1873|17|0-500|0|4
1874|2|1001-5000|6|2
1875|9|5001-10000|1|3
1876|17|1001-5000|1|2
1877|15|1001-5000|3|3
1878|13|1001-5000|5|0
1879|9|0-500|1|2
1880|3|501-1000|2|1
1881|3|0-500|0|2
1882|7|5001-10000|1|4
1883|19|>10000|6|2
1884|0|1001-5000|1|2
1885|11|5001-10000|5|2
1886|5|5001-10000|4|1
1887|17|0-500|0|2
1888|3|5001-10000|1|1
1889|11|5001-10000|0|2
1890|13|1001-5000|9|-1
1891|3|1001-5000|1|-1
1892|11|501-1000|2|4
1893|19|>10000|5|2
1894|18|1001-5000|4|3
1895|1|1001-5000|4|2
1896|11|0-500|0|3
1897|5|5001-10000|1|2
1898|18|0-500|3|3
1899|4|1001-5000|2|3
1900|0|Unknown|0|1
1901|1|5001-10000|0|2
1902|14|1001-5000|3|3
1903|10|5001-10000|1|3
1904|2|1001-5000|5|2
1905|14|5001-10000|0|2
1906|5|0-500|1|0
1907|1|1001-5000|1|3
1908|12|1001-5000|7|2
1909|19|1001-5000|0|3
1910|2|0-500|1|4
1911|13|5001-10000|0|0
1912|15|>10000|7|1
1913|19|Unknown|9|3
1914|16|0-500|0|2
1915|10|501-1000|2|2
1916|16|1001-5000|6|1
1917|18|501-1000|2|2
1918|6|501-1000|0|3
1919|12|5001-10000|7|2
1920|0|5001-10000|2|1
1921|8|0-500|6|1
1922|6|1001-5000|1|2
1923|16|5001-10000|6|3
1924|1|0-500|4|3
1925|7|0-500|0|4
1926|9|501-1000|0|2
1927|10|5001-10000|5|3
1928|12|1001-5000|5|2
1929|17|5001-10000|7|1
1930|14|0-500|0|3
1931|18|>10000|0|3
1932|1|1001-5000|0|1
1933|0|1001-5000|1|1
1934|16|1001-5000|0|2
1935|5|1001-5000|7|0
1936|9|5001-10000|5|2
1937|2|1001-5000|2|2
1938|3|1001-5000|3|2
1939|19|1001-5000|3|2
1940|8|0-500|5|2
1941|14|0-500|3|0
1942|0|1001-5000|1|1
1943|14|>10000|0|3
1944|2|1001-5000|1|2
1945|2|1001-5000|2|3
1946|15|1001-5000|6|2
1947|2|501-1000|1|2
1948|17|1001-5000|1|3
1949|18|>10000|1|1
1950|19|5001-10000|6|2
1951|10|Unknown|3|4
1952|19|1001-5000|0|2
1953|3|1001-5000|0|3
1954|19|5001-10000|2|-1
1955|4|501-1000|9|0
1956|8|1001-5000|1|2
1957|15|Unknown|6|3
1958|6|1001-5000|1|1
1959|15|1001-5000|7|2
1960|17|1001-5000|5|2
1961|16|5001-10000|1|3
1962|19|5001-10000|1|0
1963|14|5001-10000|0|2
1964|9|501-1000|0|-1
1965|9|1001-5000|1|2
1966|19|5001-10000|1|2
1967|14|5001-10000|6|1
1968|0|501-1000|1|0
1969|19|1001-5000|3|3
1970|8|1001-5000|6|2
1971|19|5001-10000|2|2
1972|3|501-1000|0|-1
1973|2|5001-10000|3|3
1974|12|1001-5000|6|2
1975|15|Unknown|6|3
1976|7|1001-5000|0|2
1977|2|1001-5000|1|3
1978|5|1001-5000|0|1
1979|13|501-1000|1|2
1980|16|1001-5000|0|2
1981|19|1001-5000|1|2
1982|18|501-1000|1|3
1983|14|501-1000|5|2
1984|4|1001-5000|0|2
1985|16|1001-5000|8|2
1986|18|0-500|0|1
1987|13|5001-10000|1|2
1988|5|501-1000|1|3
1989|19|501-1000|0|1
1990|17|1001-5000|1|3
1991|15|5001-10000|1|-1
1992|16|5001-10000|2|0
1993|8|1001-5000|7|0
1994|8|>10000|1|2
1995|2|Unknown|0|0
1996|12|501-1000|0|3
1997|13|5001-10000|1|2
1998|0|501-1000|0|3
1999|19|5001-10000|0|2
2000|17|5001-10000|0|3
2001|19|501-1000|0|0
2002|3|501-1000|1|2
2003|15|1001-5000|2|1
2004|12|501-1000|0|4
2005|15|1001-5000|7|0
2006|1|1001-5000|5|3
2007|8|1001-5000|0|0
2008|18|>10000|5|0
2009|2|5001-10000|2|0
2010|1|0-500|0|3
2011|4|0-500|3|4
